Sample,Classification,Metric,Min,Median,Mean,Max,Count
2024_06_25__RecognizedCode-17.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,4.8412,17.911321153846153,211.1471,156
2024_06_25__RecognizedCode-17.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,2.0,5.019230769230769,44.0,156
2024_06_25__RecognizedCode-17.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,1.0,2.326923076923077,26.0,156
2024_06_25__RecognizedCode-17.czi - Scene #2.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num spots estimated,1.0,6.5786,5.762575,8.8931,4
2024_06_25__RecognizedCode-17.czi - Scene #2.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num single spots,1.0,3.0,3.0,5.0,4
2024_06_25__RecognizedCode-17.czi - Scene #2.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,0.5,0.75,2.0,4
2024_06_25__RecognizedCode-17.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,0.0,1.6823735802469137,83.4327,405
2024_06_25__RecognizedCode-17.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,0.0,0.654320987654321,12.0,405
2024_06_25__RecognizedCode-17.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.2740740740740741,16.0,405
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,0.0,1.626766666666667,16.4717,45
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,0.0,0.9777777777777777,10.0,45
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.17777777777777778,3.0,45
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,2.0,8.499761797752809,179.9929,267
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,1.0,3.033707865168539,32.0,267
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,0.0,1.1835205992509363,31.0,267
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,0.0,0.0,0.0,2
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,0.0,0.0,0.0,2
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,0.0,0.0,0.0,2
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,0.0,1.7380651972157772,112.4533,862
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,0.0,0.7111368909512761,23.0,862
2024_06_25__RecognizedCode-17.czi - Scene #3.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.2470997679814385,22.0,862
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,1.0,8.461648979591837,156.554,49
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,1.0,2.163265306122449,35.0,49
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,1.2040816326530612,18.0,49
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,6.6572499999999994,18.02813917910448,175.9425,268
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,2.0,4.895522388059701,42.0,268
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,1.0,2.455223880597015,23.0,268
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num spots estimated,7.3412,20.81295,20.81295,34.2847,2
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num single spots,3.0,7.0,7.0,11.0,2
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num clusters,1.0,2.0,2.0,3.0,2
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,0.0,2.4932744976816075,257.0073,647
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,0.0,0.8438948995363215,36.0,647
2024_06_25__RecognizedCode-17.czi - Scene #4.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.33075734157650694,17.0,647
2023_05_23__C1595b_scan2.czi - Scene #1.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,293.6394,517.028,512.3368123529413,713.8503,170
2023_05_23__C1595b_scan2.czi - Scene #1.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,39.0,78.0,80.21176470588236,136.0,170
2023_05_23__C1595b_scan2.czi - Scene #1.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,35.0,72.0,72.5764705882353,105.0,170
2023_05_23__C1595b_scan2.czi - Scene #1.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,263.218,414.51515000000006,414.51515000000006,565.8123,2
2023_05_23__C1595b_scan2.czi - Scene #1.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,35.0,39.0,39.0,43.0,2
2023_05_23__C1595b_scan2.czi - Scene #1.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,39.0,44.0,44.0,49.0,2
2023_05_23__C1595b_scan2.czi - Scene #1.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,159.3906,569.04705,552.6032648437499,981.5164,128
2023_05_23__C1595b_scan2.czi - Scene #1.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,11.0,88.5,87.4765625,168.0,128
2023_05_23__C1595b_scan2.czi - Scene #1.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,20.0,80.0,77.828125,157.0,128
2023_05_23__C1595b_scan2.czi - Scene #2.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,136.8716,496.49255,504.06140514018693,1075.0469,428
2023_05_23__C1595b_scan2.czi - Scene #2.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,18.0,87.0,87.30841121495327,186.0,428
2023_05_23__C1595b_scan2.czi - Scene #2.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,21.0,73.0,73.8107476635514,129.0,428
2023_05_23__C1595b_scan2.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,350.7576,625.6817,608.9237999999999,748.6664,13
2023_05_23__C1595b_scan2.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,60.0,100.0,98.84615384615384,148.0,13
2023_05_23__C1595b_scan2.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,44.0,83.0,81.46153846153847,116.0,13
2023_05_23__C1595b_scan2.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,134.2426,614.01575,607.0193342465753,1184.9482,146
2023_05_23__C1595b_scan2.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,34.0,105.0,104.24657534246575,208.0,146
2023_05_23__C1595b_scan2.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,17.0,90.0,88.76712328767124,181.0,146
2023_05_23__C1595b_scan2.czi - Scene #3.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,245.6425,519.63185,518.5464727477478,863.4013,444
2023_05_23__C1595b_scan2.czi - Scene #3.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,23.0,80.0,80.21171171171171,145.0,444
2023_05_23__C1595b_scan2.czi - Scene #3.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,32.0,73.0,73.75,131.0,444
2023_05_23__C1595b_scan2.czi - Scene #3.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,272.6096,482.8769,489.9179342105264,814.5677,38
2023_05_23__C1595b_scan2.czi - Scene #3.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,31.0,68.5,72.63157894736842,144.0,38
2023_05_23__C1595b_scan2.czi - Scene #3.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,39.0,65.5,65.55263157894737,102.0,38
2023_05_23__C1595b_scan2.czi - Scene #3.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,203.2272,530.1451999999999,534.6200698795182,1037.2369,166
2023_05_23__C1595b_scan2.czi - Scene #3.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,16.0,80.0,82.50602409638554,179.0,166
2023_05_23__C1595b_scan2.czi - Scene #3.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,20.0,73.5,74.8855421686747,136.0,166
2023_05_23__C1595b_scan2.czi - Scene #5.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,71.0,472.56550000000004,473.4614849041533,827.538,1252
2023_05_23__C1595b_scan2.czi - Scene #5.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,17.0,77.0,78.51837060702876,231.0,1252
2023_05_23__C1595b_scan2.czi - Scene #5.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,67.0,66.33785942492013,120.0,1252
2023_05_23__C1595b_scan2.czi - Scene #5.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,264.2417,491.2048,489.6277432432433,753.9388,74
2023_05_23__C1595b_scan2.czi - Scene #5.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,26.0,70.5,70.13513513513513,121.0,74
2023_05_23__C1595b_scan2.czi - Scene #5.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,31.0,65.0,64.75675675675676,103.0,74
2023_05_23__C1595b_scan2.czi - Scene #5.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,94.0,483.45555,498.82144269662916,1372.5382,534
2023_05_23__C1595b_scan2.czi - Scene #5.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,21.0,76.0,79.21348314606742,275.0,534
2023_05_23__C1595b_scan2.czi - Scene #5.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,69.0,70.34082397003745,177.0,534
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,0.0,0.0807080831408776,7.9466,433
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,0.0,0.07159353348729793,4.0,433
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.0023094688221709007,1.0,433
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,0.5,0.5,1.0,2
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,0.5,0.5,1.0,2
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,0.0,0.0,0.0,2
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,0.0,0.0,0.0,1
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,0.0,0.0,0.0,1
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,0.0,0.0,0.0,1
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,0.0,0.05333333333333334,3.0,225
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,0.0,0.05333333333333334,3.0,225
2023_12_11__C1595b_scan3.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.0,0.0,225
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,9.1572,15.03359704918033,103.8808,305
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,5.0,6.377049180327869,43.0,305
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,1.0,1.8754098360655738,12.0,305
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,35.7729,56.75596759259259,444.2911,648
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,14.0,18.10648148148148,114.0,648
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,4.0,6.486111111111111,39.0,648
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num spots estimated,2.0,17.74925,21.898861111111113,87.3793,36
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num single spots,2.0,9.5,9.916666666666666,34.0,36
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,2.0,2.638888888888889,12.0,36
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,7.7359,14.90449570610687,510.3055,1048
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,4.0,5.808206106870229,77.0,1048
2023_06_23__RecognizedCode-2.czi - Scene #1.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,1.0,1.9351145038167938,56.0,1048
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,2.5,6.510701639344262,134.2724,366
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,2.0,4.355191256830601,51.0,366
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.4726775956284153,18.0,366
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,25.747700000000002,52.864545494186046,440.066,688
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,18.0,26.309593023255815,148.0,688
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,1.0,4.630813953488372,54.0,688
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,7.5,19.71686,88.332,10
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,7.0,12.1,39.0,10
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,0.0,1.5,7.0,10
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,2.0,7.347437530463037,396.6271,1231
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,2.0,4.269699431356621,118.0,1231
2023_06_23__RecognizedCode-2.czi - Scene #2.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.5897644191714053,51.0,1231
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,2.0,7.7081721649484525,333.6004,291
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,2.0,4.175257731958763,53.0,291
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.6357388316151202,38.0,291
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,16.9332,39.252848039215685,347.2088,408
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,13.0,22.629901960784313,155.0,408
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,1.0,3.0612745098039214,39.0,408
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,8.44655,10.021067857142857,33.7328,28
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,5.5,7.357142857142857,20.0,28
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,0.0,0.6785714285714286,5.0,28
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,1.0,5.369619506172839,221.4616,810
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,1.0,3.454320987654321,109.0,810
2023_06_23__RecognizedCode-2.czi - Scene #3.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.36790123456790125,34.0,810
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,16.4198,25.19444739130435,263.3753,230
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,10.0,13.73913043478261,68.0,230
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,1.0,2.260869565217391,30.0,230
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,1.0,75.10069999999999,101.0807633116883,458.6559,308
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,1.0,35.5,40.34090909090909,173.0,308
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,7.0,9.470779220779221,48.0,308
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num spots estimated,21.0,51.533950000000004,64.92311666666667,157.7174,6
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num single spots,21.0,24.5,32.166666666666664,63.0,6
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,5.0,6.666666666666667,19.0,6
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,13.9332,21.67094779005525,235.5273,724
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,9.0,13.548342541436464,112.0,724
2023_06_23__RecognizedCode-2.czi - Scene #4.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,1.0,1.7348066298342542,28.0,724
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,0.0,1.0642210382513662,70.4892,732
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,0.0,0.7827868852459017,18.0,732
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Pos: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.08060109289617487,10.0,732
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,3.7626,7.433531914893616,40.3916,47
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,3.0,5.51063829787234,33.0,47
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Neg: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,0.0,0.5319148936170213,4.0,47
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num spots estimated,0.0,1.0,3.6293,26.1809,13
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num single spots,0.0,1.0,2.3846153846153846,10.0,13
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Pos: vgat_Pos,Subcellular: Channel 2: Num clusters,0.0,0.0,0.38461538461538464,5.0,13
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num spots estimated,0.0,0.0,1.3691479452054796,27.3381,292
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num single spots,0.0,0.0,0.9623287671232876,16.0,292
2024_06_25__RecognizedCode-19.czi - Scene #1.csv,vglut2_Neg: vgat_Neg,Subcellular: Channel 2: Num clusters,0.0,0.0,0.11986301369863013,4.0,292
